Move,Type,Category,Power Points,Base Power,Accuracy,Battle Effect,Secondary Effect,Secondary Rate,Critical Rate,Speed Priority,Attack URL,Pokemon
Pounce,bug,physical,20,50,100,The user attacks by pouncing on the target. This also lowers the target's Speed stat.,Lowers opponent's Speed one stage.,0,0.0417,0,https://serebii.net/attackdex-sv/pounce.shtml,Tinkatuff
Pounce,bug,physical,20,50,100,The user attacks by pouncing on the target. This also lowers the target's Speed stat.,Lowers opponent's Speed one stage.,0,0.0417,0,https://serebii.net/attackdex-sv/pounce.shtml,Tinkaton
Powder Snow,ice,special,25,40,100,The user attacks with a chilling gust of powdery snow. This may also leave opposing Pokémon frozen.,May induce freeze.,0.1,0.0417,0,https://serebii.net/attackdex-sv/powdersnow.shtml,Cetoddle
Powder Snow,ice,special,25,40,100,The user attacks with a chilling gust of powdery snow. This may also leave opposing Pokémon frozen.,May induce freeze.,0.1,0.0417,0,https://serebii.net/attackdex-sv/powdersnow.shtml,Cetitan
Powder Snow,ice,special,25,40,100,The user attacks with a chilling gust of powdery snow. This may also leave opposing Pokémon frozen.,May induce freeze.,0.1,0.0417,0,https://serebii.net/attackdex-sv/powdersnow.shtml,Iron Bundle
Powder Snow,ice,special,25,40,100,The user attacks with a chilling gust of powdery snow. This may also leave opposing Pokémon frozen.,May induce freeze.,0.1,0.0417,0,https://serebii.net/attackdex-sv/powdersnow.shtml,Chien-Pao
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Glimmet
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Glimmora
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Gholdengo
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Flutter Mane
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Meowscarada
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Rabsca
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Bombirdier
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Klawf
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Nacli
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Naclstack
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Garganacl
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Gimmighoul
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Sandy Shocks
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Iron Thorns
Power Gem,rock,special,20,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powergem.shtml,Miraidon
Power Swap,psychic,other,10,0,101,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,Switches user's Attack & SP. ATT stat increases with opponent.,0,0,0,https://serebii.net/attackdex-sv/powerswap.shtml,Rabsca
Power Swap,psychic,other,10,0,101,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,Switches user's Attack & SP. ATT stat increases with opponent.,0,0,0,https://serebii.net/attackdex-sv/powerswap.shtml,Farigiraf
Power Trip,dark,physical,10,20,100,"The user boasts its strength and attacks the target. The more the user's stats are boosted, the greater the move's power.",Increases damage by 100% for each stage a stat has been increased by the user,0,0.0417,0,https://serebii.net/attackdex-sv/powertrip.shtml,Bombirdier
Power Whip,grass,physical,10,120,85,"The user violently whirls its vines, tentacles, or the like to lash the target.",No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powerwhip.shtml,Bramblin
Power Whip,grass,physical,10,120,85,"The user violently whirls its vines, tentacles, or the like to lash the target.",No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powerwhip.shtml,Brambleghast
Power Whip,grass,physical,10,120,85,"The user violently whirls its vines, tentacles, or the like to lash the target.",No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powerwhip.shtml,Wo-Chien
Power Whip,grass,physical,10,120,85,"The user violently whirls its vines, tentacles, or the like to lash the target.",No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powerwhip.shtml,Toedscool
Power Whip,grass,physical,10,120,85,"The user violently whirls its vines, tentacles, or the like to lash the target.",No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powerwhip.shtml,Toedscruel
Power Whip,grass,physical,10,120,85,"The user violently whirls its vines, tentacles, or the like to lash the target.",No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/powerwhip.shtml,Cyclizar
Present,normal,physical,15,1,90,"The user attacks by giving the target a gift with a hidden trap. The gift restores HP sometimes, however.","This move has got four different possibilities for outcomes
40% - Base Power of 40
30% - Base Power of 80
20% - Heal 25% of target's max HP
10% - Base Power of 120.",0,0.0417,0,https://serebii.net/attackdex-sv/present.shtml,Iron Bundle
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Klawf
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Sprigatito
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Floragato
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Meowscarada
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Fuecoco
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Crocalor
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Skeledirge
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Quaxly
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Quaxwell
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Quaquaval
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Lechonk
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Oinkologne
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Dudunsparce
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Tarountula
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Spidops
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Nymble
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Lokix
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Rellor
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Rabsca
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Greavard
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Houndstone
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Flittle
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Espathra
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Farigiraf
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Wiglett
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Wugtrio
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Dondozo
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Veluza
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Finizen
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Palafin
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Smoliv
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Dolliv
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Arboliva
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Capsakid
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Scovillain
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Tadbulb
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Bellibolt
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Varoom
Protect,normal,other,10,0,101,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, its success rate is cut to 33% of what it was, working cumulatively the more it's used. This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform",0,0,4,https://serebii.net/attackdex-sv/protect.shtml,Revavroom
